source_dataset,source_adapter,battery_id,cycle_index,capacity_ah,soh,remaining_cycles,max_discharge_temp_c,max_charge_temp_c,discharge_temp_slope,voltage_slope
NASA PCoE Battery Aging Data,official_mat_archive,B0005,28,1.802765665167823,0.9710626880376818,72,37.998541119085836,28.530897709955585,0.0034434711817071598,-0.00021266944180648213
NASA PCoE Battery Aging Data,official_mat_archive,B0005,29,1.804077040117352,0.9717690623092355,71,38.194201649765226,28.577658552419905,0.0034901355515422235,-0.00021976052267317384
NASA PCoE Battery Aging Data,official_mat_archive,B0005,30,1.8518025516704486,0.9974764875349146,70,38.45796400011448,24.01713143780734,0.003437742579160965,-0.00020970876067152207
NASA PCoE Battery Aging Data,official_mat_archive,B0005,31,1.8307038456739428,0.9861116348782737,69,38.49126351534004,28.988708015070493,0.0033782879058395984,-0.00021187840662207936
NASA PCoE Battery Aging Data,official_mat_archive,B0005,32,1.8199041089501267,0.9802943389447215,68,38.31473393357882,29.096040691287843,0.0033856538217740028,-0.00021143537283667922
NASA PCoE Battery Aging Data,official_mat_archive,B0005,33,1.8093079637028517,0.9745867078945714,67,37.861934640176806,28.801172039065204,0.003431975181312915,-0.0002103001823671242
NASA PCoE Battery Aging Data,official_mat_archive,B0005,34,1.80460990458052,0.9720560906279802,66,37.90665575786083,28.45707570576707,0.003430236900252085,-0.00021491314900434468
NASA PCoE Battery Aging Data,official_mat_archive,B0005,35,1.7993770651972192,0.9692374130950105,65,38.34003238560517,28.65264667440442,0.003466461346652345,-0.0002127787936007346
NASA PCoE Battery Aging Data,official_mat_archive,B0005,36,1.7884432335370462,0.9633478867036308,64,38.0745950590744,28.898824039759212,0.0034743660914230245,-0.00021069178887799414
NASA PCoE Battery Aging Data,official_mat_archive,B0005,37,1.7829230484252723,0.9603744299218223,63,38.07252758016199,28.633513419804633,0.0035343250780955344,-0.0002140104275788393
NASA PCoE Battery Aging Data,official_mat_archive,B0005,38,1.7730337158018288,0.9550475246530081,62,37.80133585100446,28.473512860821305,0.0035869867236270722,-0.00021192446493173658
NASA PCoE Battery Aging Data,official_mat_archive,B0005,39,1.773037755078937,0.9550497004162602,61,38.39873985476869,28.25409621799234,0.0036542559166870612,-0.0002181126296882259
NASA PCoE Battery Aging Data,official_mat_archive,B0005,40,1.7678721106662054,0.9522672175646096,60,38.74929237918251,28.7817612001126,0.003632691007330213,-0.0002154291374469812
NASA PCoE Battery Aging Data,official_mat_archive,B0005,41,1.7623150704093087,0.9492739086983165,59,38.87275464755104,29.239711164174615,0.0036052849321077415,-0.0002163302454292337
NASA PCoE Battery Aging Data,official_mat_archive,B0005,42,1.7676172924938447,0.9521299593373235,58,38.503541429116005,29.20215112477588,0.003609397172566546,-0.0002181591991884513
NASA PCoE Battery Aging Data,official_mat_archive,B0005,43,1.762668359743147,0.9494642085785509,57,38.27009094548294,28.994866075880225,0.003554599387671228,-0.00021724989311723686
NASA PCoE Battery Aging Data,official_mat_archive,B0005,44,1.7517304870664143,0.9435725054869607,56,38.11684755251712,28.689379753778315,0.0036514146083219704,-0.00021737459883308807
NASA PCoE Battery Aging Data,official_mat_archive,B0005,45,1.7418496047960008,0.9382501520146926,55,38.04152715355532,28.49879598287713,0.0036794916788093456,-0.00021675219423380646
NASA PCoE Battery Aging Data,official_mat_archive,B0005,46,1.7360913511847138,0.935148459244402,54,38.17980302242767,28.4799079867521,0.0037357480853425448,-0.0002191526095683874
NASA PCoE Battery Aging Data,official_mat_archive,B0005,47,1.7936240148573608,0.9661385230754256,53,40.71218198711114,29.03785527005412,0.003403270557335974,-0.00021982300833640452
NASA PCoE Battery Aging Data,official_mat_archive,B0005,48,1.7831890223273275,0.9605176972012408,52,39.885261233152924,31.187717740405038,0.0034470716717110877,-0.0002165916485518189
NASA PCoE Battery Aging Data,official_mat_archive,B0005,49,1.7673642076278957,0.9519936347583842,51,39.18287352945846,30.582056460987562,0.0035128994145415776,-0.00021754317431043317
NASA PCoE Battery Aging Data,official_mat_archive,B0005,50,1.7570177850353066,0.9464205172265512,50,38.951564804030774,29.82743733628493,0.0036042596369155774,-0.0002210326060044438
NASA PCoE Battery Aging Data,official_mat_archive,B0005,51,1.7468706179837907,0.9409547290193551,49,38.607510759873634,29.510756491862573,0.0036501428699849013,-0.0002196278427062767
NASA PCoE Battery Aging Data,official_mat_archive,B0005,52,1.7417172507457144,0.9381788592880077,48,38.920359903369054,29.242612704276365,0.0037201745490947793,-0.0002234955900198549
NASA PCoE Battery Aging Data,official_mat_archive,B0005,53,1.7364225056478186,0.9353268361401414,47,39.23273115358871,29.462118812271356,0.0037596292884210674,-0.0002235709685507252
NASA PCoE Battery Aging Data,official_mat_archive,B0005,54,1.7263217239235826,0.92988603346571,46,38.964927068400804,29.50834432489215,0.0037268946739756515,-0.00022314819040895816
NASA PCoE Battery Aging Data,official_mat_archive,B0005,55,1.7158065389330133,0.9242220117908766,45,38.83927283461771,29.374561267657022,0.0037553352734947683,-0.00022087792755773596
NASA PCoE Battery Aging Data,official_mat_archive,B0005,56,1.710533351135192,0.9213816005181208,44,38.82796377704433,29.242377848768914,0.003803448125945898,-0.0002229621427991564
NASA PCoE Battery Aging Data,official_mat_archive,B0005,57,1.706014499648521,0.9189475137389712,43,39.14007944734004,29.194410076554547,0.0038749894484310116,-0.00022307120371372244
NASA PCoE Battery Aging Data,official_mat_archive,B0005,58,1.7003110272642588,0.9158753289666399,42,39.349611598028886,29.65122582795794,0.0037841593274859924,-0.0002238301088314584
NASA PCoE Battery Aging Data,official_mat_archive,B0005,59,1.6945798601797895,0.9127882263985312,41,39.29444535878087,29.592983253559662,0.003826463634762114,-0.00022532807885027847
NASA PCoE Battery Aging Data,official_mat_archive,B0005,60,1.6849029086609286,0.9075757205607075,40,39.10487658009542,29.51162108922301,0.0038602685196971547,-0.00022454274699533822
NASA PCoE Battery Aging Data,official_mat_archive,B0005,61,1.6744741591159717,0.9019582574806932,39,39.0462609369598,29.367459158203413,0.0038747538806644275,-0.00022011291903611661
NASA PCoE Battery Aging Data,official_mat_archive,B0005,62,1.6745692479879102,0.902009477257823,38,39.398032192832,29.23737726861414,0.003981825051832381,-0.00022621246082349804
NASA PCoE Battery Aging Data,official_mat_archive,B0005,63,1.663716375981405,0.896163559916933,37,39.10678394120843,29.660660346177963,0.003812157554393311,-0.00022351347217329642
NASA PCoE Battery Aging Data,official_mat_archive,B0005,64,1.659013868748246,0.893630546668135,36,39.44448954135193,29.685994740308107,0.003944546388153925,-0.00022225816508241527
NASA PCoE Battery Aging Data,official_mat_archive,B0005,65,1.6538540573335014,0.8908512057704355,35,39.509602016775695,29.59730563243775,0.004027310824020161,-0.00022665355715911173
NASA PCoE Battery Aging Data,official_mat_archive,B0005,66,1.642653782130131,0.8848181591266643,34,39.334865362245324,29.46753663391266,0.004043958355006787,-0.00022238778551809642
NASA PCoE Battery Aging Data,official_mat_archive,B0005,67,1.6378578430223698,0.8822348186450748,33,39.43723270017243,29.380338854228082,0.004088431445267381,-0.00022566052630153372
NASA PCoE Battery Aging Data,official_mat_archive,B0005,68,1.6327350407099108,0.8794754127611387,32,39.51375235624076,29.43349608540407,0.004095332507023783,-0.00022458101326109303
NASA PCoE Battery Aging Data,official_mat_archive,B0005,69,1.6277528915533617,0.8767917699307696,31,39.60170302810528,29.478594943854127,0.004123794634107863,-0.00022738228921203896
NASA PCoE Battery Aging Data,official_mat_archive,B0005,70,1.622125485521159,0.8737605584239754,30,39.687463597582074,29.485508821517058,0.004167885971079335,-0.00022924823541035339
NASA PCoE Battery Aging Data,official_mat_archive,B0005,71,1.6113256603765849,0.8679432148624366,29,39.53535075538898,29.46840138001844,0.0041407848309332656,-0.000221745017762325
NASA PCoE Battery Aging Data,official_mat_archive,B0005,72,1.6065631397488385,0.865377875300024,28,39.6502371632164,29.445806473811558,0.004188423660899717,-0.00022503112837981524
NASA PCoE Battery Aging Data,official_mat_archive,B0005,73,1.6015142233917594,0.8626582682073705,27,39.69929058154853,29.461354450795127,0.004225275526068753,-0.0002280448967021344
NASA PCoE Battery Aging Data,official_mat_archive,B0005,74,1.590369231400328,0.8566549999565574,26,39.56076309770468,29.419371934150707,0.004216887531465636,-0.0002227772462177808
NASA PCoE Battery Aging Data,official_mat_archive,B0005,75,1.5857889968242211,0.854187849075412,25,39.63708096307912,29.36719581714494,0.004248232563102946,-0.00022430452679140419
NASA PCoE Battery Aging Data,official_mat_archive,B0005,76,1.5849430707374117,0.853732189598637,24,39.43977047692484,29.297103402943527,0.0041898992788443196,-0.00022675221246082515
NASA PCoE Battery Aging Data,official_mat_archive,B0005,77,1.5955263892495937,0.8594329115068511,23,39.839022256254516,29.548289844330217,0.004134088158654636,-0.00022850952269741368
NASA PCoE Battery Aging Data,official_mat_archive,B0005,78,1.5747301747801037,0.8482309964083232,22,39.41794949618613,29.561095605794584,0.004228871181393959,-0.0002242687155634685
NASA PCoE Battery Aging Data,official_mat_archive,B0005,79,1.5649019950937946,0.8429370312695894,21,39.262781682151214,29.019647107560132,0.004324762980588688,-0.00022308648245827526
NASA PCoE Battery Aging Data,official_mat_archive,B0005,80,1.5597659473370362,0.8401704907053151,20,39.47237839941986,28.88550118608269,0.004361054666666067,-0.00022302801677793902
NASA PCoE Battery Aging Data,official_mat_archive,B0005,81,1.5594815668184234,0.8400173086716403,19,40.037541469513684,29.195907400785313,0.004384728982233418,-0.00022663514561641426
NASA PCoE Battery Aging Data,official_mat_archive,B0005,82,1.55468935359061,0.8374359751414073,18,40.142730162011574,29.781642735382384,0.004333353777498672,-0.00022655156242983406
NASA PCoE Battery Aging Data,official_mat_archive,B0005,83,1.5488741079890418,0.8343035835418966,17,40.1165626728546,29.71020972616952,0.004359099738079839,-0.00022729564327425396
NASA PCoE Battery Aging Data,official_mat_archive,B0005,84,1.538236598942558,0.8285736718133292,16,39.87503330866132,29.58766933151088,0.00436424232574694,-0.0002256440366908019
NASA PCoE Battery Aging Data,official_mat_archive,B0005,85,1.527914258251028,0.8230135260370756,15,39.61961987024145,29.26425769721006,0.0044109973321172224,-0.0002221884627723316
NASA PCoE Battery Aging Data,official_mat_archive,B0005,86,1.5285252629756445,0.8233426447360579,14,40.067324667444815,29.166832065867634,0.004496157615393307,-0.00022620665615894452
NASA PCoE Battery Aging Data,official_mat_archive,B0005,87,1.522647325284378,0.8201764839394088,13,40.24716716520102,29.64168246762455,0.004426699736528952,-0.00022078222609377872
NASA PCoE Battery Aging Data,official_mat_archive,B0005,88,1.5174859938489869,0.8173963242800902,12,40.30253125568348,29.84083319742673,0.004448252451599463,-0.0002213099668569501
NASA PCoE Battery Aging Data,official_mat_archive,B0005,89,1.605818899130659,0.8649769888680268,11,40.09418103142496,29.84083319742673,0.004245669875744304,-0.00022635051763084682
NASA PCoE Battery Aging Data,official_mat_archive,B0005,90,1.5638491446744425,0.8423699116610504,10,40.52238496316615,29.683647277202674,0.00433099839755269,-0.00023450708358051478
NASA PCoE Battery Aging Data,official_mat_archive,B0005,91,1.5480915247767786,0.8338820438085877,9,40.56886357314186,30.299187661483778,0.00436041958942293,-0.00023133354285516015
NASA PCoE Battery Aging Data,official_mat_archive,B0005,92,1.5323755631868592,0.8254166152720488,8,40.27804845768325,30.159651359558897,0.004357202600649586,-0.0002224770974531771
NASA PCoE Battery Aging Data,official_mat_archive,B0005,93,1.5269528268489705,0.8224956494324317,7,40.2921849196155,29.922619314028488,0.004436864351839768,-0.00022830238218618932
NASA PCoE Battery Aging Data,official_mat_archive,B0005,94,1.5169573017136326,0.8171115433925789,6,40.184384347174266,29.789042272226812,0.004453245780497791,-0.0002237372066470613
NASA PCoE Battery Aging Data,official_mat_archive,B0005,95,1.5118975960142693,0.8143861246029738,5,40.320066232195046,29.7396171935254,0.004496855602106057,-0.0002259109374420294
NASA PCoE Battery Aging Data,official_mat_archive,B0005,96,1.5065638960681105,0.811513118362076,4,40.336505612651585,29.817451931587808,0.004487339902664751,-0.00022409309542022283
NASA PCoE Battery Aging Data,official_mat_archive,B0005,97,1.5015453526671363,0.8088098717121404,3,40.43267631588412,29.804974649979396,0.00451838868104218,-0.00022645334575217734
NASA PCoE Battery Aging Data,official_mat_archive,B0005,98,1.4908444050400238,0.8030457886878684,2,40.314538591575015,29.81518660623584,0.00450641184355482,-0.0002193591690861952
NASA PCoE Battery Aging Data,official_mat_archive,B0005,99,1.485868384561201,0.8003654470798278,1,40.386661855917744,29.836684573126362,0.0045078562838307525,-0.0002177905379210441
NASA PCoE Battery Aging Data,official_mat_archive,B0005,100,1.480413677976106,0.7974272604140161,0,40.43384612547835,29.863474041359538,0.004538053094894306,-0.00021896655299440124
NASA PCoE Battery Aging Data,official_mat_archive,B0005,101,1.4752095869031632,0.7946240682056631,0,40.44479269068758,29.847879865816882,0.004562738408983144,-0.00021968372081362507
NASA PCoE Battery Aging Data,official_mat_archive,B0005,102,1.4859035988304024,0.8003844153038009,0,40.58499656066617,29.817445053015998,0.004585534098841207,-0.00022576694632904512
NASA PCoE Battery Aging Data,official_mat_archive,B0005,103,1.4960918298136696,0.8058723226653155,0,40.99869158762305,30.0408863638767,0.00446483001618379,-0.00022839690734330765
NASA PCoE Battery Aging Data,official_mat_archive,B0005,104,1.4808005946928984,0.7976356737393387,0,40.997807625227495,30.484119019984476,0.004557480449532447,-0.00022737300844689838
NASA PCoE Battery Aging Data,official_mat_archive,B0005,105,1.4697543268466824,0.79168558341158,0,40.84213757482493,30.320993292587357,0.004567943718023851,-0.00022304526255990733
NASA PCoE Battery Aging Data,official_mat_archive,B0005,106,1.4539012274845928,0.7831462853887025,0,40.69012464267011,30.154996545118347,0.0046471478841880985,-0.0002237367374799434
NASA PCoE Battery Aging Data,official_mat_archive,B0005,107,1.4541462067235693,0.7832782438583529,0,40.69938049882204,29.97682928823835,0.0046139730547868855,-0.00021717148831738926
NASA PCoE Battery Aging Data,official_mat_archive,B0005,108,1.455023751906683,0.7837509350133121,0,41.06026204078849,30.08507492258316,0.004654296137120655,-0.00022494477276335337
NASA PCoE Battery Aging Data,official_mat_archive,B0005,109,1.449042163761236,0.7805289427291894,0,41.19696040482682,30.388201652887467,0.004639453364145703,-0.00022237780676280346
NASA PCoE Battery Aging Data,official_mat_archive,B0005,110,1.4386709371480566,0.7749424644709048,0,40.84446688602949,30.35093185395905,0.004612097047194896,-0.00021526613983849905
NASA PCoE Battery Aging Data,official_mat_archive,B0005,111,1.433445432156979,0.7721277376203588,0,40.764203830749366,29.97632430805407,0.004675890522717672,-0.0002158264039825272
NASA PCoE Battery Aging Data,official_mat_archive,B0005,112,1.4333958900838095,0.7721010517012333,0,41.11212504270441,30.072488379955132,0.004697859304256094,-0.00022047047437554919
NASA PCoE Battery Aging Data,official_mat_archive,B0005,113,1.42806487344776,0.7692294908297354,0,41.27256611507568,30.336671946542243,0.004644403937156103,-0.00021562519993627893
NASA PCoE Battery Aging Data,official_mat_archive,B0005,114,1.4229203181741186,0.7664583676775116,0,41.15574924454392,30.483128850170555,0.004673473990200454,-0.0002157352527781541
NASA PCoE Battery Aging Data,official_mat_archive,B0005,115,1.417429032731308,0.7635004777498812,0,41.03237216951879,30.274856346189882,0.004721753621711757,-0.0002169538286479988
NASA PCoE Battery Aging Data,official_mat_archive,B0005,116,1.412409228794446,0.7607965521102183,0,40.937269906716935,30.035870598156723,0.004782182277419859,-0.00021731890155366536
NASA PCoE Battery Aging Data,official_mat_archive,B0005,117,1.412578792940193,0.7608878881159705,0,41.240704611971786,30.03736523711485,0.004800994943846292,-0.00022077881922408742
NASA PCoE Battery Aging Data,official_mat_archive,B0005,118,1.4075983731469897,0.7582051768100095,0,41.43649987692296,30.351591057822837,0.004717255585989672,-0.00021479788877245838
NASA PCoE Battery Aging Data,official_mat_archive,B0005,119,1.4333920485221476,0.7720989824377313,0,41.16703904201915,30.67648939138071,0.0046226314684695066,-0.00022294784220800755
NASA PCoE Battery Aging Data,official_mat_archive,B0005,120,1.4382550176792908,0.7747184287655712,0,41.36216559728765,30.448107672298725,0.004621749084353092,-0.0002262740269470872
NASA PCoE Battery Aging Data,official_mat_archive,B0005,121,1.4173547174485526,0.7634604477007023,0,41.02198772703674,30.60906521554531,0.004642030997853078,-0.00021647839845029282
NASA PCoE Battery Aging Data,official_mat_archive,B0005,122,1.406981663677643,0.7578729852409039,0,40.78818812957494,30.19378282488405,0.004687478572680563,-0.00021309771014022737
NASA PCoE Battery Aging Data,official_mat_archive,B0005,123,1.4012037783587625,0.7547607178190572,0,40.81506138506309,29.935657831042917,0.004753373647340204,-0.0002145642769269017
NASA PCoE Battery Aging Data,official_mat_archive,B0005,124,1.3967008232726328,0.7523351936621817,0,40.858374219876424,29.8881671331284,0.0047569068242513685,-0.00021303163696015606
NASA PCoE Battery Aging Data,official_mat_archive,B0005,125,1.391284788852726,0.7494178378216989,0,40.839876773287166,29.861095412731405,0.004827022452559515,-0.0002158024280271446
NASA PCoE Battery Aging Data,official_mat_archive,B0005,126,1.3862287677978349,0.7466944037718938,0,40.85376069244676,29.859618167527618,0.004816650686878148,-0.00021397380839482347
NASA PCoE Battery Aging Data,official_mat_archive,B0005,127,1.3804366761974138,0.74357448411315,0,40.74795214258888,29.76623045605718,0.004807062614036246,-0.00021047879422335058
NASA PCoE Battery Aging Data,official_mat_archive,B0005,128,1.3752364150256224,0.740773354887346,0,40.68794001196382,29.659062062043006,0.004831655131323056,-0.00020933348661796293
NASA PCoE Battery Aging Data,official_mat_archive,B0005,129,1.3705128024895008,0.7382289732324248,0,40.7810749453613,29.636312800311195,0.004879562110893088,-0.00021156254409564703
NASA PCoE Battery Aging Data,official_mat_archive,B0005,130,1.3705085566270399,0.7382266861916329,0,40.88159339768709,29.674942267630755,0.004898299280531234,-0.0002137268927792774
NASA PCoE Battery Aging Data,official_mat_archive,B0005,131,1.3647355108681518,0.7351170256067291,0,40.81191473576834,29.66255999018432,0.004885237912124577,-0.00020970821664327812
NASA PCoE Battery Aging Data,official_mat_archive,B0005,132,1.375392016895762,0.7408571700903981,0,41.11793533148924,29.574918567388586,0.004778606684600223,-0.00021113607160202203
NASA PCoE Battery Aging Data,official_mat_archive,B0005,133,1.3861115151535393,0.746631245442362,0,41.248795355864885,30.038979775800122,0.004747184969206849,-0.00021458277884614684
NASA PCoE Battery Aging Data,official_mat_archive,B0005,134,1.3698500035838939,0.7378719555127383,0,41.16242984455477,30.44925709999368,0.00478630777375299,-0.0002077899370084475
NASA PCoE Battery Aging Data,official_mat_archive,B0005,135,1.3647827949260758,0.735142495242232,0,41.16437554618679,30.051459766235475,0.004888270212967743,-0.00021166477013324578
NASA PCoE Battery Aging Data,official_mat_archive,B0005,136,1.3543220466259964,0.7295077959801872,0,40.864216180205034,29.83228995796081,0.004887707231353594,-0.00020317715267453442
NASA PCoE Battery Aging Data,official_mat_archive,B0005,137,1.3546417018378962,0.7296799787853683,0,41.25434553511566,29.749204122508385,0.004907134568131151,-0.00020623205362129215
NASA PCoE Battery Aging Data,official_mat_archive,B0005,138,1.3547039213192407,0.7297134934112401,0,41.45023191903855,30.125015931862148,0.004879105908638957,-0.00020974102382319778
NASA PCoE Battery Aging Data,official_mat_archive,B0005,139,1.349314997503458,0.7268107407422197,0,41.27708509224051,30.142009338201902,0.004914366175110549,-0.0002090315189005514
NASA PCoE Battery Aging Data,official_mat_archive,B0005,140,1.3441891937970554,0.7240497181525036,0,41.064605154983276,29.843375053160454,0.0049745809715375225,-0.00020946157310010305
NASA PCoE Battery Aging Data,official_mat_archive,B0005,141,1.3389913790695755,0.7212499067079483,0,40.99284868101728,29.564480083595075,0.004994871033867778,-0.00020524657861862802
NASA PCoE Battery Aging Data,official_mat_archive,B0005,142,1.3389145230206971,0.721208508070922,0,41.29040553417739,29.574314879183014,0.0050074982142758835,-0.00020631308649792255
NASA PCoE Battery Aging Data,official_mat_archive,B0005,143,1.3340066759761655,0.7185648881952921,0,41.22740227746052,29.926917344820954,0.004949733170742555,-0.0002038667279177077
NASA PCoE Battery Aging Data,official_mat_archive,B0005,144,1.3286444309174914,0.7156765060826296,0,41.04619550953222,29.766294155994522,0.004960069640071434,-0.00020187788957026738
NASA PCoE Battery Aging Data,official_mat_archive,B0005,145,1.3231708992276219,0.7127281792431958,0,40.85874389007758,29.462747298392184,0.005014284247511633,-0.00019968180428218466
NASA PCoE Battery Aging Data,official_mat_archive,B0005,146,1.3181691588445197,0.7100339835664494,0,40.79196924883506,29.271930927566483,0.005020125331645668,-0.00019442963876452676
NASA PCoE Battery Aging Data,official_mat_archive,B0005,147,1.3184664436640334,0.7101941165230103,0,41.14127834456325,29.36355715804258,0.005024494639992731,-0.00019547875523643206
NASA PCoE Battery Aging Data,official_mat_archive,B0005,148,1.318293040102702,0.7101007124097442,0,41.14429319149828,29.66310389082133,0.005053812724334607,-0.00020201758477631586
NASA PCoE Battery Aging Data,official_mat_archive,B0005,149,1.323872422244268,0.7131060557689289,0,40.66184230912503,29.609551859753193,0.00499882881701441,-0.00019787819067509647
NASA PCoE Battery Aging Data,official_mat_archive,B0005,150,1.3601216766554785,0.7326317762261326,0,41.046694544970684,29.24035466838343,0.004941910328879,-0.00021783321171662626
NASA PCoE Battery Aging Data,official_mat_archive,B0005,151,1.3395306867947354,0.721540405700353,0,41.0462053156659,29.82861578831074,0.004957953643987006,-0.00020733005715903655
NASA PCoE Battery Aging Data,official_mat_archive,B0005,152,1.3290286565120697,0.7158834698305493,0,40.868302643225604,29.749012593536026,0.004954912075371269,-0.00020143351612145048
NASA PCoE Battery Aging Data,official_mat_archive,B0005,153,1.3236741274998955,0.7129992439790138,0,40.85283588259973,29.560275150643996,0.004952223513455049,-0.0001984277419870579
NASA PCoE Battery Aging Data,official_mat_archive,B0005,154,1.318633896753293,0.7102843154047166,0,40.85270645265791,29.475615420352657,0.0050011316931972485,-0.00019888252954725966
NASA PCoE Battery Aging Data,official_mat_archive,B0005,155,1.3134751321324272,0.7075055383642601,0,40.8263251809212,29.414812446477324,0.004983325034880646,-0.00019415787260636228
NASA PCoE Battery Aging Data,official_mat_archive,B0005,156,1.3132020634442203,0.7073584494666222,0,40.90308836809665,29.395124167825006,0.005048372461470605,-0.00020037837982052448
NASA PCoE Battery Aging Data,official_mat_archive,B0005,157,1.3077959946944353,0.704446461650727,0,40.84337405460518,29.410028325661973,0.005025747517517496,-0.000195645889385657
NASA PCoE Battery Aging Data,official_mat_archive,B0005,158,1.3030329186405918,0.7018808229071344,0,40.81792110626284,29.31427764174688,0.005048135257227457,-0.0001935174380226771
NASA PCoE Battery Aging Data,official_mat_archive,B0005,159,1.3033573559038205,0.7020555815721221,0,40.946993847659506,29.362572362769285,0.005069998522282971,-0.00019677883766085273
NASA PCoE Battery Aging Data,official_mat_archive,B0005,160,1.3034100438655642,0.7020839620292978,0,41.074938058306316,29.411970172612595,0.005142244045124752,-0.00020298135550458893
